units,dtdate,date,mon,yr
,26JUL2004:16:00:00,26JUL2004,7,2004
,26JUL2004:17:00:00,26JUL2004,7,2004
,26JUL2004:18:00:00,26JUL2004,7,2004
,26JUL2004:19:00:00,26JUL2004,7,2004
,26JUL2004:20:00:00,26JUL2004,7,2004
,27JUL2004:08:00:00,27JUL2004,7,2004
,27JUL2004:09:00:00,27JUL2004,7,2004
,27JUL2004:10:00:00,27JUL2004,7,2004
2877,27JUL2004:11:00:00,27JUL2004,7,2004
,27JUL2004:12:00:00,27JUL2004,7,2004
,27JUL2004:13:00:00,27JUL2004,7,2004
,27JUL2004:14:00:00,27JUL2004,7,2004
2576,27JUL2004:15:00:00,27JUL2004,7,2004
1899,27JUL2004:16:00:00,27JUL2004,7,2004
,27JUL2004:17:00:00,27JUL2004,7,2004
,27JUL2004:18:00:00,27JUL2004,7,2004
,27JUL2004:19:00:00,27JUL2004,7,2004
,27JUL2004:20:00:00,27JUL2004,7,2004
,28JUL2004:08:00:00,28JUL2004,7,2004
1484,28JUL2004:09:00:00,28JUL2004,7,2004
,28JUL2004:10:00:00,28JUL2004,7,2004
,28JUL2004:11:00:00,28JUL2004,7,2004
,28JUL2004:12:00:00,28JUL2004,7,2004
,28JUL2004:13:00:00,28JUL2004,7,2004
,28JUL2004:14:00:00,28JUL2004,7,2004
,28JUL2004:15:00:00,28JUL2004,7,2004
,28JUL2004:16:00:00,28JUL2004,7,2004
,28JUL2004:17:00:00,28JUL2004,7,2004
,28JUL2004:18:00:00,28JUL2004,7,2004
,28JUL2004:19:00:00,28JUL2004,7,2004
,28JUL2004:20:00:00,28JUL2004,7,2004
,29JUL2004:08:00:00,29JUL2004,7,2004
,29JUL2004:09:00:00,29JUL2004,7,2004
,29JUL2004:10:00:00,29JUL2004,7,2004
,29JUL2004:11:00:00,29JUL2004,7,2004
,29JUL2004:12:00:00,29JUL2004,7,2004
,29JUL2004:13:00:00,29JUL2004,7,2004
,29JUL2004:14:00:00,29JUL2004,7,2004
,29JUL2004:15:00:00,29JUL2004,7,2004
,29JUL2004:16:00:00,29JUL2004,7,2004
1444,29JUL2004:17:00:00,29JUL2004,7,2004
,29JUL2004:18:00:00,29JUL2004,7,2004
432,29JUL2004:19:00:00,29JUL2004,7,2004
188,29JUL2004:20:00:00,29JUL2004,7,2004
,30JUL2004:08:00:00,30JUL2004,7,2004
,30JUL2004:09:00:00,30JUL2004,7,2004
,30JUL2004:10:00:00,30JUL2004,7,2004
,30JUL2004:11:00:00,30JUL2004,7,2004
2621,30JUL2004:12:00:00,30JUL2004,7,2004
,30JUL2004:13:00:00,30JUL2004,7,2004
,30JUL2004:14:00:00,30JUL2004,7,2004
,30JUL2004:15:00:00,30JUL2004,7,2004
,30JUL2004:16:00:00,30JUL2004,7,2004
,30JUL2004:17:00:00,30JUL2004,7,2004
,30JUL2004:18:00:00,30JUL2004,7,2004
,30JUL2004:19:00:00,30JUL2004,7,2004
,30JUL2004:20:00:00,30JUL2004,7,2004
,02AUG2004:08:00:00,02AUG2004,8,2004
,02AUG2004:09:00:00,02AUG2004,8,2004
,02AUG2004:10:00:00,02AUG2004,8,2004
,02AUG2004:11:00:00,02AUG2004,8,2004
,02AUG2004:12:00:00,02AUG2004,8,2004
2888,02AUG2004:13:00:00,02AUG2004,8,2004
,02AUG2004:14:00:00,02AUG2004,8,2004
,02AUG2004:15:00:00,02AUG2004,8,2004
,02AUG2004:16:00:00,02AUG2004,8,2004
2013,02AUG2004:17:00:00,02AUG2004,8,2004
,02AUG2004:18:00:00,02AUG2004,8,2004
,02AUG2004:19:00:00,02AUG2004,8,2004
,02AUG2004:20:00:00,02AUG2004,8,2004
,03AUG2004:08:00:00,03AUG2004,8,2004
,03AUG2004:09:00:00,03AUG2004,8,2004
,03AUG2004:10:00:00,03AUG2004,8,2004
,03AUG2004:11:00:00,03AUG2004,8,2004
,03AUG2004:12:00:00,03AUG2004,8,2004
2344,03AUG2004:13:00:00,03AUG2004,8,2004
,03AUG2004:14:00:00,03AUG2004,8,2004
,03AUG2004:15:00:00,03AUG2004,8,2004
,03AUG2004:16:00:00,03AUG2004,8,2004
,03AUG2004:17:00:00,03AUG2004,8,2004
,03AUG2004:18:00:00,03AUG2004,8,2004
,03AUG2004:19:00:00,03AUG2004,8,2004
,03AUG2004:20:00:00,03AUG2004,8,2004
,04AUG2004:08:00:00,04AUG2004,8,2004
,04AUG2004:09:00:00,04AUG2004,8,2004
,04AUG2004:10:00:00,04AUG2004,8,2004
,04AUG2004:11:00:00,04AUG2004,8,2004
,04AUG2004:12:00:00,04AUG2004,8,2004
,04AUG2004:13:00:00,04AUG2004,8,2004
,04AUG2004:14:00:00,04AUG2004,8,2004
2305,04AUG2004:15:00:00,04AUG2004,8,2004
,04AUG2004:16:00:00,04AUG2004,8,2004
,04AUG2004:17:00:00,04AUG2004,8,2004
1192,04AUG2004:18:00:00,04AUG2004,8,2004
,04AUG2004:19:00:00,04AUG2004,8,2004
339,04AUG2004:20:00:00,04AUG2004,8,2004
,05AUG2004:08:00:00,05AUG2004,8,2004
,05AUG2004:09:00:00,05AUG2004,8,2004
,05AUG2004:10:00:00,05AUG2004,8,2004
,05AUG2004:11:00:00,05AUG2004,8,2004
,05AUG2004:12:00:00,05AUG2004,8,2004
,05AUG2004:13:00:00,05AUG2004,8,2004
,05AUG2004:14:00:00,05AUG2004,8,2004
,05AUG2004:15:00:00,05AUG2004,8,2004
,05AUG2004:16:00:00,05AUG2004,8,2004
1431,05AUG2004:17:00:00,05AUG2004,8,2004
,05AUG2004:18:00:00,05AUG2004,8,2004
,05AUG2004:19:00:00,05AUG2004,8,2004
,05AUG2004:20:00:00,05AUG2004,8,2004
,06AUG2004:08:00:00,06AUG2004,8,2004
,06AUG2004:09:00:00,06AUG2004,8,2004
,06AUG2004:10:00:00,06AUG2004,8,2004
,06AUG2004:11:00:00,06AUG2004,8,2004
,06AUG2004:12:00:00,06AUG2004,8,2004
,06AUG2004:13:00:00,06AUG2004,8,2004
,06AUG2004:14:00:00,06AUG2004,8,2004
,06AUG2004:15:00:00,06AUG2004,8,2004
,06AUG2004:16:00:00,06AUG2004,8,2004
,06AUG2004:17:00:00,06AUG2004,8,2004
,06AUG2004:18:00:00,06AUG2004,8,2004
,06AUG2004:19:00:00,06AUG2004,8,2004
,06AUG2004:20:00:00,06AUG2004,8,2004
,09AUG2004:08:00:00,09AUG2004,8,2004
,09AUG2004:09:00:00,09AUG2004,8,2004
,09AUG2004:10:00:00,09AUG2004,8,2004
,09AUG2004:11:00:00,09AUG2004,8,2004
,09AUG2004:12:00:00,09AUG2004,8,2004
,09AUG2004:13:00:00,09AUG2004,8,2004
,09AUG2004:14:00:00,09AUG2004,8,2004
,09AUG2004:15:00:00,09AUG2004,8,2004
,09AUG2004:16:00:00,09AUG2004,8,2004
,09AUG2004:17:00:00,09AUG2004,8,2004
,09AUG2004:18:00:00,09AUG2004,8,2004
,09AUG2004:19:00:00,09AUG2004,8,2004
,09AUG2004:20:00:00,09AUG2004,8,2004
,10AUG2004:08:00:00,10AUG2004,8,2004
,10AUG2004:09:00:00,10AUG2004,8,2004
,10AUG2004:10:00:00,10AUG2004,8,2004
,10AUG2004:11:00:00,10AUG2004,8,2004
,10AUG2004:12:00:00,10AUG2004,8,2004
,10AUG2004:13:00:00,10AUG2004,8,2004
,10AUG2004:14:00:00,10AUG2004,8,2004
,10AUG2004:15:00:00,10AUG2004,8,2004
,10AUG2004:16:00:00,10AUG2004,8,2004
,10AUG2004:17:00:00,10AUG2004,8,2004
,10AUG2004:18:00:00,10AUG2004,8,2004
,10AUG2004:19:00:00,10AUG2004,8,2004
,10AUG2004:20:00:00,10AUG2004,8,2004
,11AUG2004:08:00:00,11AUG2004,8,2004
,11AUG2004:09:00:00,11AUG2004,8,2004
,11AUG2004:10:00:00,11AUG2004,8,2004
,11AUG2004:11:00:00,11AUG2004,8,2004
,11AUG2004:12:00:00,11AUG2004,8,2004
,11AUG2004:13:00:00,11AUG2004,8,2004
,11AUG2004:14:00:00,11AUG2004,8,2004
,11AUG2004:15:00:00,11AUG2004,8,2004
,11AUG2004:16:00:00,11AUG2004,8,2004
,11AUG2004:17:00:00,11AUG2004,8,2004
,11AUG2004:18:00:00,11AUG2004,8,2004
,11AUG2004:19:00:00,11AUG2004,8,2004
,11AUG2004:20:00:00,11AUG2004,8,2004
,12AUG2004:08:00:00,12AUG2004,8,2004
,12AUG2004:09:00:00,12AUG2004,8,2004
,12AUG2004:10:00:00,12AUG2004,8,2004
,12AUG2004:11:00:00,12AUG2004,8,2004
,12AUG2004:12:00:00,12AUG2004,8,2004
,12AUG2004:13:00:00,12AUG2004,8,2004
,12AUG2004:14:00:00,12AUG2004,8,2004
,12AUG2004:15:00:00,12AUG2004,8,2004
1740,12AUG2004:16:00:00,12AUG2004,8,2004
,12AUG2004:17:00:00,12AUG2004,8,2004
,12AUG2004:18:00:00,12AUG2004,8,2004
432,12AUG2004:19:00:00,12AUG2004,8,2004
,12AUG2004:20:00:00,12AUG2004,8,2004
,13AUG2004:08:00:00,13AUG2004,8,2004
,13AUG2004:09:00:00,13AUG2004,8,2004
,13AUG2004:10:00:00,13AUG2004,8,2004
,13AUG2004:11:00:00,13AUG2004,8,2004
2587,13AUG2004:12:00:00,13AUG2004,8,2004
,13AUG2004:13:00:00,13AUG2004,8,2004
,13AUG2004:14:00:00,13AUG2004,8,2004
,13AUG2004:15:00:00,13AUG2004,8,2004
,13AUG2004:16:00:00,13AUG2004,8,2004
,13AUG2004:17:00:00,13AUG2004,8,2004
,13AUG2004:18:00:00,13AUG2004,8,2004
,13AUG2004:19:00:00,13AUG2004,8,2004
,13AUG2004:20:00:00,13AUG2004,8,2004
,16AUG2004:08:00:00,16AUG2004,8,2004
,16AUG2004:09:00:00,16AUG2004,8,2004
,16AUG2004:10:00:00,16AUG2004,8,2004
3496,16AUG2004:11:00:00,16AUG2004,8,2004
2850,16AUG2004:12:00:00,16AUG2004,8,2004
,16AUG2004:13:00:00,16AUG2004,8,2004
,16AUG2004:14:00:00,16AUG2004,8,2004
,16AUG2004:15:00:00,16AUG2004,8,2004
,16AUG2004:16:00:00,16AUG2004,8,2004
,16AUG2004:17:00:00,16AUG2004,8,2004
,16AUG2004:18:00:00,16AUG2004,8,2004
766,16AUG2004:19:00:00,16AUG2004,8,2004
,16AUG2004:20:00:00,16AUG2004,8,2004
,17AUG2004:08:00:00,17AUG2004,8,2004
,17AUG2004:09:00:00,17AUG2004,8,2004
,17AUG2004:10:00:00,17AUG2004,8,2004
,17AUG2004:11:00:00,17AUG2004,8,2004
,17AUG2004:12:00:00,17AUG2004,8,2004
2336,17AUG2004:13:00:00,17AUG2004,8,2004
,17AUG2004:14:00:00,17AUG2004,8,2004
,17AUG2004:15:00:00,17AUG2004,8,2004
,17AUG2004:16:00:00,17AUG2004,8,2004
,17AUG2004:17:00:00,17AUG2004,8,2004
,17AUG2004:18:00:00,17AUG2004,8,2004
,17AUG2004:19:00:00,17AUG2004,8,2004
,17AUG2004:20:00:00,17AUG2004,8,2004
,18AUG2004:08:00:00,18AUG2004,8,2004
1471,18AUG2004:09:00:00,18AUG2004,8,2004
,18AUG2004:10:00:00,18AUG2004,8,2004
,18AUG2004:11:00:00,18AUG2004,8,2004
,18AUG2004:12:00:00,18AUG2004,8,2004
1970,18AUG2004:13:00:00,18AUG2004,8,2004
,18AUG2004:14:00:00,18AUG2004,8,2004
2303,18AUG2004:15:00:00,18AUG2004,8,2004
1637,18AUG2004:16:00:00,18AUG2004,8,2004
,18AUG2004:17:00:00,18AUG2004,8,2004
,18AUG2004:18:00:00,18AUG2004,8,2004
324,18AUG2004:19:00:00,18AUG2004,8,2004
,18AUG2004:20:00:00,18AUG2004,8,2004
,19AUG2004:08:00:00,19AUG2004,8,2004
,19AUG2004:09:00:00,19AUG2004,8,2004
,19AUG2004:10:00:00,19AUG2004,8,2004
,19AUG2004:11:00:00,19AUG2004,8,2004
,19AUG2004:12:00:00,19AUG2004,8,2004
,19AUG2004:13:00:00,19AUG2004,8,2004
2288,19AUG2004:14:00:00,19AUG2004,8,2004
2380,19AUG2004:15:00:00,19AUG2004,8,2004
,19AUG2004:16:00:00,19AUG2004,8,2004
,19AUG2004:17:00:00,19AUG2004,8,2004
,19AUG2004:18:00:00,19AUG2004,8,2004
,19AUG2004:19:00:00,19AUG2004,8,2004
,19AUG2004:20:00:00,19AUG2004,8,2004
,20AUG2004:08:00:00,20AUG2004,8,2004
,20AUG2004:09:00:00,20AUG2004,8,2004
,20AUG2004:10:00:00,20AUG2004,8,2004
,20AUG2004:11:00:00,20AUG2004,8,2004
,20AUG2004:12:00:00,20AUG2004,8,2004
2664,20AUG2004:13:00:00,20AUG2004,8,2004
,20AUG2004:14:00:00,20AUG2004,8,2004
,20AUG2004:15:00:00,20AUG2004,8,2004
,20AUG2004:16:00:00,20AUG2004,8,2004
,20AUG2004:17:00:00,20AUG2004,8,2004
,20AUG2004:18:00:00,20AUG2004,8,2004
,20AUG2004:19:00:00,20AUG2004,8,2004
,20AUG2004:20:00:00,20AUG2004,8,2004
,23AUG2004:08:00:00,23AUG2004,8,2004
,23AUG2004:09:00:00,23AUG2004,8,2004
2922,23AUG2004:10:00:00,23AUG2004,8,2004
,23AUG2004:11:00:00,23AUG2004,8,2004
,23AUG2004:12:00:00,23AUG2004,8,2004
,23AUG2004:13:00:00,23AUG2004,8,2004
,23AUG2004:14:00:00,23AUG2004,8,2004
,23AUG2004:15:00:00,23AUG2004,8,2004
,23AUG2004:16:00:00,23AUG2004,8,2004
,23AUG2004:17:00:00,23AUG2004,8,2004
,23AUG2004:18:00:00,23AUG2004,8,2004
,23AUG2004:19:00:00,23AUG2004,8,2004
,23AUG2004:20:00:00,23AUG2004,8,2004
,24AUG2004:08:00:00,24AUG2004,8,2004
,24AUG2004:09:00:00,24AUG2004,8,2004
,24AUG2004:10:00:00,24AUG2004,8,2004
,24AUG2004:11:00:00,24AUG2004,8,2004
,24AUG2004:12:00:00,24AUG2004,8,2004
,24AUG2004:13:00:00,24AUG2004,8,2004
,24AUG2004:14:00:00,24AUG2004,8,2004
,24AUG2004:15:00:00,24AUG2004,8,2004
,24AUG2004:16:00:00,24AUG2004,8,2004
,24AUG2004:17:00:00,24AUG2004,8,2004
,24AUG2004:18:00:00,24AUG2004,8,2004
,24AUG2004:19:00:00,24AUG2004,8,2004
,24AUG2004:20:00:00,24AUG2004,8,2004
667,25AUG2004:08:00:00,25AUG2004,8,2004
,25AUG2004:09:00:00,25AUG2004,8,2004
,25AUG2004:10:00:00,25AUG2004,8,2004
,25AUG2004:11:00:00,25AUG2004,8,2004
1718,25AUG2004:12:00:00,25AUG2004,8,2004
,25AUG2004:13:00:00,25AUG2004,8,2004
,25AUG2004:14:00:00,25AUG2004,8,2004
,25AUG2004:15:00:00,25AUG2004,8,2004
,25AUG2004:16:00:00,25AUG2004,8,2004
,25AUG2004:17:00:00,25AUG2004,8,2004
,25AUG2004:18:00:00,25AUG2004,8,2004
,25AUG2004:19:00:00,25AUG2004,8,2004
,25AUG2004:20:00:00,25AUG2004,8,2004
708,26AUG2004:08:00:00,26AUG2004,8,2004
1667,26AUG2004:09:00:00,26AUG2004,8,2004
,26AUG2004:10:00:00,26AUG2004,8,2004
,26AUG2004:11:00:00,26AUG2004,8,2004
,26AUG2004:12:00:00,26AUG2004,8,2004
,26AUG2004:13:00:00,26AUG2004,8,2004
,26AUG2004:14:00:00,26AUG2004,8,2004
,26AUG2004:15:00:00,26AUG2004,8,2004
,26AUG2004:16:00:00,26AUG2004,8,2004
,26AUG2004:17:00:00,26AUG2004,8,2004
,26AUG2004:18:00:00,26AUG2004,8,2004
,26AUG2004:19:00:00,26AUG2004,8,2004
,26AUG2004:20:00:00,26AUG2004,8,2004
,27AUG2004:08:00:00,27AUG2004,8,2004
2086,27AUG2004:09:00:00,27AUG2004,8,2004
2727,27AUG2004:10:00:00,27AUG2004,8,2004
,27AUG2004:11:00:00,27AUG2004,8,2004
2651,27AUG2004:12:00:00,27AUG2004,8,2004
,27AUG2004:13:00:00,27AUG2004,8,2004
,27AUG2004:14:00:00,27AUG2004,8,2004
3047,27AUG2004:15:00:00,27AUG2004,8,2004
,27AUG2004:16:00:00,27AUG2004,8,2004
,27AUG2004:17:00:00,27AUG2004,8,2004
,27AUG2004:18:00:00,27AUG2004,8,2004
,27AUG2004:19:00:00,27AUG2004,8,2004
,27AUG2004:20:00:00,27AUG2004,8,2004
,30AUG2004:08:00:00,30AUG2004,8,2004
,30AUG2004:09:00:00,30AUG2004,8,2004
2977,30AUG2004:10:00:00,30AUG2004,8,2004
3604,30AUG2004:11:00:00,30AUG2004,8,2004
,30AUG2004:12:00:00,30AUG2004,8,2004
,30AUG2004:13:00:00,30AUG2004,8,2004
,30AUG2004:14:00:00,30AUG2004,8,2004
,30AUG2004:15:00:00,30AUG2004,8,2004
,30AUG2004:16:00:00,30AUG2004,8,2004
,30AUG2004:17:00:00,30AUG2004,8,2004
,30AUG2004:18:00:00,30AUG2004,8,2004
791,30AUG2004:19:00:00,30AUG2004,8,2004
,30AUG2004:20:00:00,30AUG2004,8,2004
,31AUG2004:08:00:00,31AUG2004,8,2004
,31AUG2004:09:00:00,31AUG2004,8,2004
,31AUG2004:10:00:00,31AUG2004,8,2004
2927,31AUG2004:11:00:00,31AUG2004,8,2004
,31AUG2004:12:00:00,31AUG2004,8,2004
,31AUG2004:13:00:00,31AUG2004,8,2004
,31AUG2004:14:00:00,31AUG2004,8,2004
,31AUG2004:15:00:00,31AUG2004,8,2004
,31AUG2004:16:00:00,31AUG2004,8,2004
,31AUG2004:17:00:00,31AUG2004,8,2004
965,31AUG2004:18:00:00,31AUG2004,8,2004
,31AUG2004:19:00:00,31AUG2004,8,2004
,31AUG2004:20:00:00,31AUG2004,8,2004
681,01SEP2004:08:00:00,01SEP2004,9,2004
,01SEP2004:09:00:00,01SEP2004,9,2004
,01SEP2004:10:00:00,01SEP2004,9,2004
,01SEP2004:11:00:00,01SEP2004,9,2004
1751,01SEP2004:12:00:00,01SEP2004,9,2004
,01SEP2004:13:00:00,01SEP2004,9,2004
,01SEP2004:14:00:00,01SEP2004,9,2004
,01SEP2004:15:00:00,01SEP2004,9,2004
,01SEP2004:16:00:00,01SEP2004,9,2004
1426,01SEP2004:17:00:00,01SEP2004,9,2004
,01SEP2004:18:00:00,01SEP2004,9,2004
,01SEP2004:19:00:00,01SEP2004,9,2004
,01SEP2004:20:00:00,01SEP2004,9,2004
,02SEP2004:08:00:00,02SEP2004,9,2004
,02SEP2004:09:00:00,02SEP2004,9,2004
,02SEP2004:10:00:00,02SEP2004,9,2004
,02SEP2004:11:00:00,02SEP2004,9,2004
,02SEP2004:12:00:00,02SEP2004,9,2004
,02SEP2004:13:00:00,02SEP2004,9,2004
,02SEP2004:14:00:00,02SEP2004,9,2004
,02SEP2004:15:00:00,02SEP2004,9,2004
,02SEP2004:16:00:00,02SEP2004,9,2004
,02SEP2004:17:00:00,02SEP2004,9,2004
,02SEP2004:18:00:00,02SEP2004,9,2004
,02SEP2004:19:00:00,02SEP2004,9,2004
,02SEP2004:20:00:00,02SEP2004,9,2004
,03SEP2004:08:00:00,03SEP2004,9,2004
,03SEP2004:09:00:00,03SEP2004,9,2004
,03SEP2004:10:00:00,03SEP2004,9,2004
,03SEP2004:11:00:00,03SEP2004,9,2004
,03SEP2004:12:00:00,03SEP2004,9,2004
,03SEP2004:13:00:00,03SEP2004,9,2004
2816,03SEP2004:14:00:00,03SEP2004,9,2004
3104,03SEP2004:15:00:00,03SEP2004,9,2004
,03SEP2004:16:00:00,03SEP2004,9,2004
,03SEP2004:17:00:00,03SEP2004,9,2004
,03SEP2004:18:00:00,03SEP2004,9,2004
,03SEP2004:19:00:00,03SEP2004,9,2004
,03SEP2004:20:00:00,03SEP2004,9,2004
,06SEP2004:08:00:00,06SEP2004,9,2004
,06SEP2004:09:00:00,06SEP2004,9,2004
,06SEP2004:10:00:00,06SEP2004,9,2004
0,06SEP2004:11:00:00,06SEP2004,9,2004
,06SEP2004:12:00:00,06SEP2004,9,2004
0,06SEP2004:13:00:00,06SEP2004,9,2004
,06SEP2004:14:00:00,06SEP2004,9,2004
,06SEP2004:15:00:00,06SEP2004,9,2004
,06SEP2004:16:00:00,06SEP2004,9,2004
,06SEP2004:17:00:00,06SEP2004,9,2004
,06SEP2004:18:00:00,06SEP2004,9,2004
,06SEP2004:19:00:00,06SEP2004,9,2004
,06SEP2004:20:00:00,06SEP2004,9,2004
,07SEP2004:08:00:00,07SEP2004,9,2004
1911,07SEP2004:09:00:00,07SEP2004,9,2004
,07SEP2004:10:00:00,07SEP2004,9,2004
,07SEP2004:11:00:00,07SEP2004,9,2004
2279,07SEP2004:12:00:00,07SEP2004,9,2004
,07SEP2004:13:00:00,07SEP2004,9,2004
,07SEP2004:14:00:00,07SEP2004,9,2004
,07SEP2004:15:00:00,07SEP2004,9,2004
,07SEP2004:16:00:00,07SEP2004,9,2004
,07SEP2004:17:00:00,07SEP2004,9,2004
,07SEP2004:18:00:00,07SEP2004,9,2004
,07SEP2004:19:00:00,07SEP2004,9,2004
,07SEP2004:20:00:00,07SEP2004,9,2004
692,08SEP2004:08:00:00,08SEP2004,9,2004
1545,08SEP2004:09:00:00,08SEP2004,9,2004
1933,08SEP2004:10:00:00,08SEP2004,9,2004
,08SEP2004:11:00:00,08SEP2004,9,2004
1778,08SEP2004:12:00:00,08SEP2004,9,2004
,08SEP2004:13:00:00,08SEP2004,9,2004
,08SEP2004:14:00:00,08SEP2004,9,2004
2418,08SEP2004:15:00:00,08SEP2004,9,2004
,08SEP2004:16:00:00,08SEP2004,9,2004
,08SEP2004:17:00:00,08SEP2004,9,2004
1255,08SEP2004:18:00:00,08SEP2004,9,2004
,08SEP2004:19:00:00,08SEP2004,9,2004
363,08SEP2004:20:00:00,08SEP2004,9,2004
,09SEP2004:08:00:00,09SEP2004,9,2004
,09SEP2004:09:00:00,09SEP2004,9,2004
2170,09SEP2004:10:00:00,09SEP2004,9,2004
,09SEP2004:11:00:00,09SEP2004,9,2004
,09SEP2004:12:00:00,09SEP2004,9,2004
,09SEP2004:13:00:00,09SEP2004,9,2004
2403,09SEP2004:14:00:00,09SEP2004,9,2004
,09SEP2004:15:00:00,09SEP2004,9,2004
1840,09SEP2004:16:00:00,09SEP2004,9,2004
,09SEP2004:17:00:00,09SEP2004,9,2004
1160,09SEP2004:18:00:00,09SEP2004,9,2004
,09SEP2004:19:00:00,09SEP2004,9,2004
209,09SEP2004:20:00:00,09SEP2004,9,2004
,10SEP2004:08:00:00,10SEP2004,9,2004
,10SEP2004:09:00:00,10SEP2004,9,2004
2814,10SEP2004:10:00:00,10SEP2004,9,2004
,10SEP2004:11:00:00,10SEP2004,9,2004
,10SEP2004:12:00:00,10SEP2004,9,2004
,10SEP2004:13:00:00,10SEP2004,9,2004
,10SEP2004:14:00:00,10SEP2004,9,2004
3145,10SEP2004:15:00:00,10SEP2004,9,2004
,10SEP2004:16:00:00,10SEP2004,9,2004
,10SEP2004:17:00:00,10SEP2004,9,2004
,10SEP2004:18:00:00,10SEP2004,9,2004
,10SEP2004:19:00:00,10SEP2004,9,2004
,10SEP2004:20:00:00,10SEP2004,9,2004
,13SEP2004:08:00:00,13SEP2004,9,2004
2373,13SEP2004:09:00:00,13SEP2004,9,2004
,13SEP2004:10:00:00,13SEP2004,9,2004
,13SEP2004:11:00:00,13SEP2004,9,2004
,13SEP2004:12:00:00,13SEP2004,9,2004
,13SEP2004:13:00:00,13SEP2004,9,2004
3153,13SEP2004:14:00:00,13SEP2004,9,2004
,13SEP2004:15:00:00,13SEP2004,9,2004
,13SEP2004:16:00:00,13SEP2004,9,2004
2120,13SEP2004:17:00:00,13SEP2004,9,2004
,13SEP2004:18:00:00,13SEP2004,9,2004
,13SEP2004:19:00:00,13SEP2004,9,2004
444,13SEP2004:20:00:00,13SEP2004,9,2004
,14SEP2004:08:00:00,14SEP2004,9,2004
,14SEP2004:09:00:00,14SEP2004,9,2004
,14SEP2004:10:00:00,14SEP2004,9,2004
,14SEP2004:11:00:00,14SEP2004,9,2004
,14SEP2004:12:00:00,14SEP2004,9,2004
2471,14SEP2004:13:00:00,14SEP2004,9,2004
,14SEP2004:14:00:00,14SEP2004,9,2004
,14SEP2004:15:00:00,14SEP2004,9,2004
,14SEP2004:16:00:00,14SEP2004,9,2004
,14SEP2004:17:00:00,14SEP2004,9,2004
,14SEP2004:18:00:00,14SEP2004,9,2004
,14SEP2004:19:00:00,14SEP2004,9,2004
151,14SEP2004:20:00:00,14SEP2004,9,2004
,15SEP2004:08:00:00,15SEP2004,9,2004
,15SEP2004:09:00:00,15SEP2004,9,2004
1945,15SEP2004:10:00:00,15SEP2004,9,2004
2511,15SEP2004:11:00:00,15SEP2004,9,2004
,15SEP2004:12:00:00,15SEP2004,9,2004
,15SEP2004:13:00:00,15SEP2004,9,2004
,15SEP2004:14:00:00,15SEP2004,9,2004
,15SEP2004:15:00:00,15SEP2004,9,2004
,15SEP2004:16:00:00,15SEP2004,9,2004
,15SEP2004:17:00:00,15SEP2004,9,2004
,15SEP2004:18:00:00,15SEP2004,9,2004
347,15SEP2004:19:00:00,15SEP2004,9,2004
,15SEP2004:20:00:00,15SEP2004,9,2004
,16SEP2004:08:00:00,16SEP2004,9,2004
,16SEP2004:09:00:00,16SEP2004,9,2004
2178,16SEP2004:10:00:00,16SEP2004,9,2004
,16SEP2004:11:00:00,16SEP2004,9,2004
,16SEP2004:12:00:00,16SEP2004,9,2004
,16SEP2004:13:00:00,16SEP2004,9,2004
2412,16SEP2004:14:00:00,16SEP2004,9,2004
,16SEP2004:15:00:00,16SEP2004,9,2004
1847,16SEP2004:16:00:00,16SEP2004,9,2004
1516,16SEP2004:17:00:00,16SEP2004,9,2004
1165,16SEP2004:18:00:00,16SEP2004,9,2004
,16SEP2004:19:00:00,16SEP2004,9,2004
,16SEP2004:20:00:00,16SEP2004,9,2004
,17SEP2004:08:00:00,17SEP2004,9,2004
2158,17SEP2004:09:00:00,17SEP2004,9,2004
,17SEP2004:10:00:00,17SEP2004,9,2004
,17SEP2004:11:00:00,17SEP2004,9,2004
2742,17SEP2004:12:00:00,17SEP2004,9,2004
,17SEP2004:13:00:00,17SEP2004,9,2004
2859,17SEP2004:14:00:00,17SEP2004,9,2004
,17SEP2004:15:00:00,17SEP2004,9,2004
,17SEP2004:16:00:00,17SEP2004,9,2004
,17SEP2004:17:00:00,17SEP2004,9,2004
1555,17SEP2004:18:00:00,17SEP2004,9,2004
,17SEP2004:19:00:00,17SEP2004,9,2004
,17SEP2004:20:00:00,17SEP2004,9,2004
,20SEP2004:08:00:00,20SEP2004,9,2004
2362,20SEP2004:09:00:00,20SEP2004,9,2004
,20SEP2004:10:00:00,20SEP2004,9,2004
,20SEP2004:11:00:00,20SEP2004,9,2004
,20SEP2004:12:00:00,20SEP2004,9,2004
,20SEP2004:13:00:00,20SEP2004,9,2004
,20SEP2004:14:00:00,20SEP2004,9,2004
3369,20SEP2004:15:00:00,20SEP2004,9,2004
,20SEP2004:16:00:00,20SEP2004,9,2004
2110,20SEP2004:17:00:00,20SEP2004,9,2004
,20SEP2004:18:00:00,20SEP2004,9,2004
,20SEP2004:19:00:00,20SEP2004,9,2004
,20SEP2004:20:00:00,20SEP2004,9,2004
,21SEP2004:08:00:00,21SEP2004,9,2004
,21SEP2004:09:00:00,21SEP2004,9,2004
,21SEP2004:10:00:00,21SEP2004,9,2004
2977,21SEP2004:11:00:00,21SEP2004,9,2004
,21SEP2004:12:00:00,21SEP2004,9,2004
,21SEP2004:13:00:00,21SEP2004,9,2004
